,class
8596,g
8597,g
8598,g
8599,g
8600,g
8601,g
8602,g
8603,g
8604,g
8605,g
8606,g
8607,g
8608,g
8609,g
8610,g
8611,g
8612,g
8613,g
8614,g
8615,g
8616,g
8617,g
8618,g
8619,g
8620,g
8621,g
8622,g
8623,g
8624,g
8625,g
8626,g
8627,g
8628,g
8629,g
8630,g
8631,g
8632,g
8633,g
8634,g
8635,g
8636,g
8637,g
8638,g
8639,g
8640,g
8641,g
8642,g
8643,g
8644,g
8645,g
8646,g
8647,g
8648,g
8649,g
8650,g
8651,g
8652,g
8653,g
8654,g
8655,g
8656,g
8657,g
8658,g
8659,g
8660,g
8661,g
8662,g
8663,g
8664,g
8665,g
8666,g
8667,g
8668,g
8669,g
8670,g
8671,g
8672,g
8673,g
8674,g
8675,g
8676,g
8677,g
8678,g
8679,g
8680,g
8681,g
8682,g
8683,g
8684,g
8685,g
8686,g
8687,g
8688,g
8689,g
8690,g
8691,g
8692,g
8693,g
8694,g
8695,g
8696,g
8697,g
8698,g
8699,g
8700,g
8701,g
8702,g
8703,g
8704,g
8705,g
8706,g
8707,g
8708,g
8709,g
8710,g
8711,g
8712,g
8713,g
8714,g
8715,g
8716,g
8717,g
8718,g
8719,g
8720,g
8721,g
8722,g
8723,g
8724,g
8725,g
8726,g
8727,g
8728,g
8729,g
8730,g
8731,g
8732,g
8733,g
8734,g
8735,g
8736,g
8737,g
8738,g
8739,g
8740,g
8741,g
8742,g
8743,g
8744,g
8745,g
8746,g
8747,g
8748,g
8749,g
8750,g
8751,g
8752,g
8753,g
8754,g
8755,g
8756,g
8757,g
8758,g
8759,g
8760,g
8761,g
8762,g
8763,g
8764,g
8765,g
8766,g
8767,g
8768,g
8769,g
8770,g
8771,g
8772,g
8773,g
8774,g
8775,g
8776,g
8777,g
8778,g
8779,g
8780,g
8781,g
8782,g
8783,g
8784,g
8785,g
8786,g
8787,g
8788,g
8789,g
8790,g
8791,g
8792,g
8793,g
8794,g
8795,g
8796,g
8797,g
8798,g
8799,g
8800,g
8801,g
8802,g
8803,g
8804,g
8805,g
8806,g
8807,g
8808,g
8809,g
8810,g
8811,g
8812,g
8813,g
8814,g
8815,g
8816,g
8817,g
8818,g
8819,g
8820,g
8821,g
8822,g
8823,g
8824,g
8825,g
8826,g
8827,g
8828,g
8829,g
8830,g
8831,g
8832,g
8833,g
8834,g
8835,g
8836,g
8837,g
8838,g
8839,g
8840,g
8841,g
8842,g
8843,g
8844,g
8845,g
8846,g
8847,g
8848,g
8849,g
8850,g
8851,g
8852,g
8853,g
8854,g
8855,g
8856,g
8857,g
8858,g
8859,g
8860,g
8861,g
8862,g
8863,g
8864,g
8865,g
8866,g
8867,g
8868,g
8869,g
8870,g
8871,g
8872,g
8873,g
8874,g
8875,g
8876,g
8877,g
8878,g
8879,g
8880,g
8881,g
8882,g
8883,g
8884,g
8885,g
8886,g
8887,g
8888,g
8889,g
8890,g
8891,g
8892,g
8893,g
8894,g
8895,g
8896,g
8897,g
8898,g
8899,g
8900,g
8901,g
8902,g
8903,g
8904,g
8905,g
8906,g
8907,g
8908,g
8909,g
8910,g
8911,g
8912,g
8913,g
8914,g
8915,g
8916,g
8917,g
8918,g
8919,g
8920,g
8921,g
8922,g
8923,g
8924,g
8925,g
8926,g
8927,g
8928,g
8929,g
8930,g
8931,g
8932,g
8933,g
8934,g
8935,g
8936,g
8937,g
8938,g
8939,g
8940,g
8941,g
8942,g
8943,g
8944,g
8945,g
8946,g
8947,g
8948,g
8949,g
8950,g
8951,g
8952,g
8953,g
8954,g
8955,g
8956,g
8957,g
8958,g
8959,g
8960,g
8961,g
8962,g
8963,g
8964,g
8965,g
8966,g
8967,g
8968,g
8969,g
8970,g
8971,g
8972,g
8973,g
8974,g
8975,g
8976,g
8977,g
8978,g
8979,g
8980,g
8981,g
8982,g
8983,g
8984,g
8985,g
8986,g
8987,g
8988,g
8989,g
8990,g
8991,g
8992,g
8993,g
8994,g
8995,g
8996,g
8997,g
8998,g
8999,g
9000,g
9001,g
9002,g
9003,g
9004,g
9005,g
9006,g
9007,g
9008,g
9009,g
9010,g
9011,g
9012,g
9013,g
9014,g
9015,g
9016,g
9017,g
9018,g
9019,g
9020,g
9021,g
9022,g
9023,g
9024,g
9025,g
9026,g
9027,g
9028,g
9029,g
9030,g
9031,g
9032,g
9033,g
9034,g
9035,g
9036,g
9037,g
9038,g
9039,g
9040,g
9041,g
9042,g
9043,g
9044,g
9045,g
9046,g
9047,g
9048,g
9049,g
9050,g
9051,g
9052,g
9053,g
9054,g
9055,g
9056,g
9057,g
9058,g
9059,g
9060,g
9061,g
9062,g
9063,g
9064,g
9065,g
9066,g
9067,g
9068,g
9069,g
9070,g
9071,g
9072,g
9073,g
9074,g
9075,g
9076,g
9077,g
9078,g
9079,g
9080,g
9081,g
9082,g
9083,g
9084,g
9085,g
9086,g
9087,g
9088,g
9089,g
9090,g
9091,g
9092,g
9093,g
9094,g
9095,g
9096,g
9097,g
9098,g
9099,g
9100,g
9101,g
9102,g
9103,g
9104,g
9105,g
9106,g
9107,g
9108,g
9109,g
9110,g
9111,g
9112,g
9113,g
9114,g
9115,g
9116,g
9117,g
9118,g
9119,g
9120,g
9121,g
9122,g
9123,g
9124,g
9125,g
9126,g
9127,g
9128,g
9129,g
9130,g
9131,g
9132,g
9133,g
9134,g
9135,g
9136,g
9137,g
9138,g
9139,g
9140,g
9141,g
9142,g
9143,g
9144,g
9145,g
9146,g
9147,g
9148,g
9149,g
9150,g
9151,g
9152,g
9153,g
9154,g
9155,g
9156,g
9157,g
9158,g
9159,g
9160,g
9161,g
9162,g
9163,g
9164,g
9165,g
9166,g
9167,g
9168,g
9169,g
9170,g
9171,g
9172,g
9173,g
9174,g
9175,g
9176,g
9177,g
9178,g
9179,g
9180,g
9181,g
9182,g
9183,g
9184,g
9185,g
9186,g
9187,g
9188,g
9189,g
9190,g
9191,g
9192,g
9193,g
9194,g
9195,g
9196,g
9197,g
9198,g
9199,g
9200,g
9201,g
9202,g
9203,g
9204,g
9205,g
9206,g
9207,g
9208,g
9209,g
9210,g
9211,g
9212,g
9213,g
9214,g
9215,g
9216,g
9217,g
9218,g
9219,g
9220,g
9221,g
9222,g
9223,g
9224,g
9225,g
9226,g
9227,g
9228,g
9229,g
9230,g
9231,g
9232,g
9233,g
9234,g
9235,g
9236,g
9237,g
9238,g
9239,g
9240,g
9241,g
9242,g
9243,g
9244,g
9245,g
9246,g
9247,g
9248,g
9249,g
9250,g
9251,g
9252,g
9253,g
9254,g
9255,g
9256,g
9257,g
9258,g
9259,g
9260,g
9261,g
9262,g
9263,g
9264,g
9265,g
9266,g
9267,g
9268,g
9269,g
9270,g
9271,g
9272,g
9273,g
9274,g
9275,g
9276,g
9277,g
9278,g
9279,g
9280,g
9281,g
9282,g
9283,g
9284,g
9285,g
9286,g
9287,g
9288,g
9289,g
9290,g
9291,g
9292,g
9293,g
9294,g
9295,g
9296,g
9297,g
9298,g
9299,g
9300,g
9301,g
9302,g
9303,g
9304,g
9305,g
9306,g
9307,g
9308,g
9309,g
9310,g
9311,g
9312,g
9313,g
9314,g
9315,g
9316,g
9317,g
9318,g
9319,g
9320,g
9321,g
9322,g
9323,g
9324,g
9325,g
9326,g
9327,g
9328,g
9329,g
9330,g
9331,g
9332,g
9333,g
9334,g
9335,g
9336,g
9337,g
9338,g
9339,g
9340,g
9341,g
9342,g
9343,g
9344,g
9345,g
9346,g
9347,g
9348,g
9349,g
9350,g
9351,g
9352,g
9353,g
9354,g
9355,g
9356,g
9357,g
9358,g
9359,g
9360,g
9361,g
9362,g
9363,g
9364,g
9365,g
9366,g
9367,g
9368,g
9369,g
9370,g
9371,g
9372,g
9373,g
9374,g
9375,g
9376,g
9377,g
9378,g
9379,g
9380,g
9381,g
9382,g
9383,g
9384,g
9385,g
9386,g
9387,g
9388,g
9389,g
9390,g
9391,g
9392,g
9393,g
9394,g
9395,g
9396,g
9397,g
9398,g
9399,g
9400,g
9401,g
9402,g
9403,g
9404,g
9405,g
9406,g
9407,g
9408,g
9409,g
9410,g
9411,g
9412,g
9413,g
9414,g
9415,g
9416,g
9417,g
9418,g
9419,g
9420,g
9421,g
9422,g
9423,g
9424,g
9425,g
9426,g
9427,g
9428,g
9429,g
9430,g
9431,g
9432,g
9433,g
9434,g
9435,g
9436,g
9437,g
9438,g
9439,g
9440,g
9441,g
9442,g
9443,g
9444,g
9445,g
9446,g
9447,g
9448,g
9449,g
9450,g
9451,g
9452,g
9453,g
9454,g
9455,g
9456,g
9457,g
9458,g
9459,g
9460,g
9461,g
9462,g
9463,g
9464,g
9465,g
9466,g
9467,g
9468,g
9469,g
9470,g
9471,g
9472,g
9473,g
9474,g
9475,g
9476,g
9477,g
9478,g
9479,g
9480,g
9481,g
9482,g
9483,g
9484,g
9485,g
9486,g
9487,g
9488,g
9489,g
9490,g
9491,g
9492,g
9493,g
9494,g
9495,g
9496,g
9497,g
9498,g
9499,g
9500,g
9501,g
9502,g
9503,g
9504,g
9505,g
9506,g
9507,g
9508,g
9509,g
9510,g
9511,g
9512,g
9513,g
9514,g
9515,g
9516,g
9517,g
9518,g
9519,g
9520,g
9521,g
9522,g
9523,g
9524,g
9525,g
9526,g
9527,g
9528,g
9529,g
9530,g
9531,g
9532,g
9533,g
9534,g
9535,g
9536,g
9537,g
9538,g
9539,g
9540,g
9541,g
9542,g
9543,g
9544,g
9545,g
9546,g
9547,g
9548,g
9549,g
9550,g
9551,g
9552,g
9553,g
9554,g
9555,g
9556,g
9557,g
9558,g
9559,g
9560,g
9561,g
9562,g
9563,g
9564,g
9565,g
9566,g
9567,g
9568,g
9569,g
9570,g
9571,g
9572,g
9573,g
9574,g
9575,g
9576,g
9577,g
9578,g
9579,g
9580,g
9581,g
9582,g
9583,g
9584,g
9585,g
9586,g
9587,g
9588,g
9589,g
9590,g
9591,g
9592,g
9593,g
9594,g
9595,g
9596,g
9597,g
9598,g
9599,g
9600,g
9601,g
9602,g
9603,g
9604,g
9605,g
9606,g
9607,g
9608,g
9609,g
9610,g
9611,g
9612,g
9613,g
9614,g
9615,g
9616,g
9617,g
9618,g
9619,g
9620,g
9621,g
9622,g
9623,g
9624,g
9625,g
9626,g
9627,g
9628,g
9629,g
9630,g
9631,g
9632,g
9633,g
9634,g
9635,g
9636,g
9637,g
9638,g
9639,g
9640,g
9641,g
9642,g
9643,g
9644,g
9645,g
9646,g
9647,g
9648,g
9649,g
9650,g
9651,g
9652,g
9653,g
9654,g
9655,g
9656,g
9657,g
9658,g
9659,g
9660,g
9661,g
9662,g
9663,g
9664,g
9665,g
9666,g
9667,g
9668,g
9669,g
9670,g
9671,g
9672,g
9673,g
9674,g
9675,g
9676,g
9677,g
9678,g
9679,g
9680,g
9681,g
9682,g
9683,g
9684,g
9685,g
9686,g
9687,g
9688,g
9689,g
9690,g
9691,g
9692,g
9693,g
9694,g
9695,g
9696,g
9697,g
9698,g
9699,g
9700,g
9701,g
9702,g
9703,g
9704,g
9705,g
9706,g
9707,g
9708,g
9709,g
9710,g
9711,g
9712,g
9713,g
9714,g
9715,g
9716,g
9717,g
9718,g
9719,g
9720,g
9721,g
9722,g
9723,g
9724,g
9725,g
9726,g
9727,g
9728,g
9729,g
9730,g
9731,g
9732,g
9733,g
9734,g
9735,g
9736,g
9737,g
9738,g
9739,g
9740,g
9741,g
9742,g
9743,g
9744,g
9745,g
9746,g
9747,g
9748,g
9749,g
9750,g
9751,g
9752,g
9753,g
9754,g
9755,g
9756,g
9757,g
9758,g
9759,g
9760,g
9761,g
9762,g
9763,g
9764,g
9765,g
9766,g
9767,g
9768,g
9769,g
9770,g
9771,g
9772,g
9773,g
9774,g
9775,g
9776,g
9777,g
9778,g
9779,g
9780,g
9781,g
9782,g
9783,g
9784,g
9785,g
9786,g
9787,g
9788,g
9789,g
9790,g
9791,g
9792,g
9793,g
9794,g
9795,g
9796,g
9797,g
9798,g
9799,g
9800,g
9801,g
9802,g
9803,g
9804,g
9805,g
9806,g
9807,g
9808,g
9809,g
9810,g
9811,g
9812,g
9813,g
9814,g
9815,g
9816,g
9817,g
9818,g
9819,g
9820,g
9821,g
9822,g
9823,g
9824,g
9825,g
9826,g
9827,g
9828,g
9829,g
9830,g
9831,g
9832,g
9833,g
9834,g
9835,g
9836,g
9837,g
9838,g
9839,g
9840,g
9841,g
9842,g
9843,g
9844,g
9845,g
9846,g
9847,g
9848,g
9849,g
9850,g
9851,g
9852,g
9853,g
9854,g
9855,g
9856,g
9857,g
9858,g
9859,g
9860,g
9861,g
9862,g
9863,g
9864,g
9865,g
9866,g
9867,g
9868,g
9869,g
9870,g
9871,g
9872,g
9873,g
9874,g
9875,g
9876,g
9877,g
9878,g
9879,g
9880,g
9881,g
9882,g
9883,g
9884,g
9885,g
9886,g
9887,g
9888,g
9889,g
9890,g
9891,g
9892,g
9893,g
9894,g
9895,g
9896,g
9897,g
9898,g
9899,g
9900,g
9901,g
9902,g
9903,g
9904,g
9905,g
9906,g
9907,g
9908,g
9909,g
9910,g
9911,g
9912,g
9913,g
9914,g
9915,g
9916,g
9917,g
9918,g
9919,g
9920,g
9921,g
9922,g
9923,g
9924,g
9925,g
9926,g
9927,g
9928,g
9929,g
9930,g
9931,g
9932,g
9933,g
9934,g
9935,g
9936,g
9937,g
9938,g
9939,g
9940,g
9941,g
9942,g
9943,g
9944,g
9945,g
9946,g
9947,g
9948,g
9949,g
9950,g
9951,g
9952,g
9953,g
9954,g
9955,g
9956,g
9957,g
9958,g
9959,g
9960,g
9961,g
9962,g
9963,g
9964,g
9965,g
9966,g
9967,g
9968,g
9969,g
9970,g
9971,g
9972,g
9973,g
9974,g
9975,g
9976,g
9977,g
9978,g
9979,g
9980,g
9981,g
9982,g
9983,g
9984,g
9985,g
9986,g
9987,g
9988,g
9989,g
9990,g
9991,g
9992,g
9993,g
9994,g
9995,g
9996,g
9997,g
9998,g
9999,g
10000,g
10001,g
10002,g
10003,g
10004,g
10005,g
10006,g
10007,g
10008,g
10009,g
10010,g
10011,g
10012,g
10013,g
10014,g
10015,g
10016,g
10017,g
10018,g
10019,g
10020,g
10021,g
10022,g
10023,g
10024,g
10025,g
10026,g
10027,g
10028,g
10029,g
10030,g
10031,g
10032,g
10033,g
10034,g
10035,g
10036,g
10037,g
10038,g
10039,g
10040,g
10041,g
10042,g
10043,g
10044,g
10045,g
10046,g
10047,g
10048,g
10049,g
10050,g
10051,g
10052,g
10053,g
10054,g
10055,g
10056,g
10057,g
10058,g
10059,g
10060,g
10061,g
10062,g
10063,g
10064,g
10065,g
10066,g
10067,g
10068,g
10069,g
10070,g
10071,g
10072,g
10073,g
10074,g
10075,g
10076,g
10077,g
10078,g
10079,g
10080,g
10081,g
10082,g
10083,g
10084,g
10085,g
10086,g
10087,g
10088,g
10089,g
10090,g
10091,g
10092,g
10093,g
10094,g
10095,g
10096,g
10097,g
10098,g
10099,g
10100,g
10101,g
10102,g
10103,g
10104,g
10105,g
10106,g
10107,g
10108,g
10109,g
10110,g
10111,g
10112,g
10113,g
10114,g
10115,g
10116,g
10117,g
10118,g
10119,g
10120,g
10121,g
10122,g
10123,g
10124,g
10125,g
10126,g
10127,g
10128,g
10129,g
10130,g
10131,g
10132,g
10133,g
10134,g
10135,g
10136,g
10137,g
10138,g
10139,g
10140,g
10141,g
10142,g
10143,g
10144,g
10145,g
10146,g
10147,g
10148,g
10149,g
10150,g
10151,g
10152,g
10153,g
10154,g
10155,g
10156,g
10157,g
10158,g
10159,g
10160,g
10161,g
10162,g
10163,g
10164,g
10165,g
10166,g
10167,g
10168,g
10169,g
10170,g
10171,g
10172,g
10173,g
10174,g
10175,g
10176,g
10177,g
10178,g
10179,g
10180,g
10181,g
10182,g
10183,g
10184,g
10185,g
10186,g
10187,g
10188,g
10189,g
10190,g
10191,g
10192,g
10193,g
10194,g
10195,g
10196,g
10197,g
10198,g
10199,g
10200,g
10201,g
10202,g
10203,g
10204,g
10205,g
10206,g
10207,g
10208,g
10209,g
10210,g
10211,g
10212,g
10213,g
10214,g
10215,g
10216,g
10217,g
10218,g
10219,g
10220,g
10221,g
10222,g
10223,g
10224,g
10225,g
10226,g
10227,g
10228,g
10229,g
10230,g
10231,g
10232,g
10233,g
10234,g
10235,g
10236,g
10237,g
10238,g
10239,g
10240,g
10241,g
10242,g
10243,g
10244,g
10245,g
10246,g
10247,g
10248,g
10249,g
10250,g
10251,g
10252,g
10253,g
10254,g
10255,g
10256,g
10257,g
10258,g
10259,g
10260,g
10261,g
10262,g
10263,g
10264,g
10265,g
10266,g
10267,g
10268,g
10269,g
10270,g
10271,g
10272,g
10273,g
10274,g
10275,g
10276,g
10277,g
10278,g
10279,g
10280,g
10281,g
10282,g
10283,g
10284,g
10285,g
10286,g
10287,g
10288,g
10289,g
10290,g
10291,g
10292,g
10293,g
10294,g
10295,g
10296,g
10297,g
10298,g
10299,g
10300,g
10301,g
10302,g
10303,g
10304,g
10305,g
10306,g
10307,g
10308,g
10309,g
10310,g
10311,g
10312,g
10313,g
10314,g
10315,g
10316,g
10317,g
10318,g
10319,g
10320,g
10321,g
10322,g
10323,g
10324,g
10325,g
10326,g
10327,g
10328,g
10329,g
10330,g
10331,g
10332,g
10333,g
10334,g
10335,g
10336,g
10337,g
10338,g
10339,g
10340,g
10341,g
10342,g
10343,g
10344,g
10345,g
10346,g
10347,g
10348,g
10349,g
10350,g
10351,g
10352,g
10353,g
10354,g
10355,g
10356,g
10357,g
10358,g
10359,g
10360,g
10361,g
10362,g
10363,g
10364,g
10365,g
10366,g
10367,g
10368,g
10369,g
10370,g
10371,g
10372,g
10373,g
10374,g
10375,g
10376,g
10377,g
10378,g
10379,g
10380,g
10381,g
10382,g
10383,g
10384,g
10385,g
10386,g
10387,g
10388,g
10389,g
10390,g
10391,g
10392,g
10393,g
10394,g
10395,g
10396,g
10397,g
10398,g
10399,g
10400,g
10401,g
10402,g
10403,g
10404,g
10405,g
10406,g
10407,g
10408,g
10409,g
10410,g
10411,g
10412,g
10413,g
10414,g
10415,g
10416,g
10417,g
10418,g
10419,g
10420,g
10421,g
10422,g
10423,g
10424,g
10425,g
10426,g
10427,g
10428,g
10429,g
10430,g
10431,g
10432,g
10433,g
10434,g
10435,g
10436,g
10437,g
10438,g
10439,g
10440,g
10441,g
10442,g
10443,g
10444,g
10445,g
10446,g
10447,g
10448,g
10449,g
10450,g
10451,g
10452,g
10453,g
10454,g
10455,g
10456,g
10457,g
10458,g
10459,g
10460,g
10461,g
10462,g
10463,g
10464,g
10465,g
10466,g
10467,g
10468,g
10469,g
10470,g
10471,g
10472,g
10473,g
10474,g
10475,g
10476,g
10477,g
10478,g
10479,g
10480,g
10481,g
10482,g
10483,g
10484,g
10485,g
10486,g
10487,g
10488,g
10489,g
10490,g
10491,g
10492,g
10493,g
10494,g
10495,g
10496,g
10497,g
10498,g
10499,g
10500,g
10501,g
10502,g
10503,g
10504,g
10505,g
10506,g
10507,g
10508,g
10509,g
10510,g
10511,g
10512,g
10513,g
10514,g
10515,g
10516,g
10517,g
10518,g
10519,g
10520,g
10521,g
10522,g
10523,g
10524,g
10525,g
10526,g
10527,g
10528,g
10529,g
10530,g
10531,g
10532,g
10533,g
10534,g
10535,g
10536,g
10537,g
10538,g
10539,g
10540,g
10541,g
10542,g
10543,g
10544,g
10545,g
10546,g
10547,g
10548,g
10549,g
10550,g
10551,g
10552,g
10553,g
10554,g
10555,g
10556,g
10557,g
10558,g
10559,g
10560,g
10561,g
10562,g
10563,g
10564,g
10565,g
10566,g
10567,g
10568,g
10569,g
10570,g
10571,g
10572,g
10573,g
10574,g
10575,g
10576,g
10577,g
10578,g
10579,g
10580,g
10581,g
10582,g
10583,g
10584,g
10585,g
10586,g
10587,g
10588,g
10589,g
10590,g
10591,g
10592,g
10593,g
10594,g
10595,g
10596,g
10597,g
10598,g
10599,g
10600,g
10601,g
10602,g
10603,g
10604,g
10605,g
10606,g
10607,g
10608,g
10609,g
10610,g
10611,g
10612,g
10613,g
10614,g
10615,g
10616,g
10617,g
10618,g
10619,g
10620,g
10621,g
10622,g
10623,g
10624,g
10625,g
10626,g
10627,g
10628,g
10629,g
10630,g
10631,g
10632,g
10633,g
10634,g
10635,g
10636,g
10637,g
10638,g
10639,g
10640,g
10641,g
10642,g
10643,g
10644,g
10645,g
10646,g
10647,g
10648,g
10649,g
10650,g
10651,g
10652,g
10653,g
10654,g
10655,g
10656,g
10657,g
10658,g
10659,g
10660,g
10661,g
10662,g
10663,g
10664,g
10665,g
10666,g
10667,g
10668,g
10669,g
10670,g
10671,g
10672,g
10673,g
10674,g
10675,g
10676,g
10677,g
10678,g
10679,g
10680,g
10681,g
10682,g
10683,g
10684,g
10685,g
10686,g
10687,g
10688,g
10689,g
10690,g
10691,g
10692,g
10693,g
10694,g
10695,g
10696,g
10697,g
10698,g
10699,g
10700,g
10701,g
10702,g
10703,g
10704,g
10705,g
10706,g
10707,g
10708,g
10709,g
10710,g
10711,g
10712,g
10713,g
10714,g
10715,g
10716,g
10717,g
10718,g
10719,g
10720,g
10721,g
10722,g
10723,g
10724,g
10725,g
10726,g
10727,g
10728,g
10729,g
10730,g
10731,g
10732,g
10733,g
10734,g
10735,g
10736,g
10737,g
10738,g
10739,g
10740,g
10741,g
10742,g
10743,g
10744,g
10745,g
10746,g
10747,g
10748,g
10749,g
10750,g
10751,g
10752,g
10753,g
10754,g
10755,g
10756,g
10757,g
10758,g
10759,g
10760,g
10761,g
10762,g
10763,g
10764,g
10765,g
10766,g
10767,g
10768,g
10769,g
10770,g
10771,g
10772,g
10773,g
10774,g
10775,g
10776,g
10777,g
10778,g
10779,g
10780,g
10781,g
10782,g
10783,g
10784,g
10785,g
10786,g
10787,g
10788,g
10789,g
10790,g
10791,g
10792,g
10793,g
10794,g
10795,g
10796,g
10797,g
10798,g
10799,g
10800,g
10801,g
10802,g
10803,g
10804,g
10805,g
10806,g
10807,g
10808,g
10809,g
10810,g
10811,g
10812,g
10813,g
10814,g
10815,g
10816,g
10817,g
10818,g
10819,g
10820,g
10821,g
10822,g
10823,g
10824,g
10825,g
10826,g
10827,g
10828,g
10829,g
10830,g
10831,g
10832,g
10833,g
10834,g
10835,g
10836,g
10837,g
10838,g
10839,g
10840,g
10841,g
10842,g
10843,g
10844,g
10845,g
10846,g
10847,g
10848,g
10849,g
10850,g
10851,g
10852,g
10853,g
10854,g
10855,g
10856,g
10857,g
10858,g
10859,g
10860,g
10861,g
10862,g
10863,g
10864,g
10865,g
10866,g
10867,g
10868,g
10869,g
10870,g
10871,g
10872,g
10873,g
10874,g
10875,g
10876,g
10877,g
10878,g
10879,g
10880,g
10881,g
10882,g
10883,g
10884,g
10885,g
10886,g
10887,g
10888,g
10889,g
10890,g
10891,g
10892,g
10893,g
10894,g
10895,g
10896,g
10897,g
10898,g
10899,g
10900,g
10901,g
10902,g
10903,g
10904,g
10905,g
10906,g
10907,g
10908,g
10909,g
10910,g
10911,g
10912,g
10913,g
10914,g
10915,g
10916,g
10917,g
10918,g
10919,g
10920,g
10921,g
10922,g
10923,g
10924,g
10925,g
10926,g
10927,g
10928,g
10929,g
10930,g
10931,g
10932,g
10933,g
10934,g
10935,g
10936,g
10937,g
10938,g
10939,g
10940,g
10941,g
10942,g
10943,g
10944,g
10945,g
10946,g
10947,g
10948,g
10949,g
10950,g
10951,g
10952,g
10953,g
10954,g
10955,g
10956,g
10957,g
10958,g
10959,g
10960,g
10961,g
10962,g
10963,g
10964,g
10965,g
10966,g
10967,g
10968,g
10969,g
10970,g
10971,g
10972,g
10973,g
10974,g
10975,g
10976,g
10977,g
10978,g
10979,g
10980,g
10981,g
10982,g
10983,g
10984,g
10985,g
10986,g
10987,g
10988,g
10989,g
10990,g
10991,g
10992,g
10993,g
10994,g
10995,g
10996,g
10997,g
10998,g
10999,g
11000,g
11001,g
11002,g
11003,g
11004,g
11005,g
11006,g
11007,g
11008,g
11009,g
11010,g
11011,g
11012,g
11013,g
11014,g
11015,g
11016,g
11017,g
11018,g
11019,g
11020,g
11021,g
11022,g
11023,g
11024,g
11025,g
11026,g
11027,g
11028,g
11029,g
11030,g
11031,g
11032,g
11033,g
11034,g
11035,g
11036,g
11037,g
11038,g
11039,g
11040,g
11041,g
11042,g
11043,g
11044,g
11045,g
11046,g
11047,g
11048,g
11049,g
11050,g
11051,g
11052,g
11053,g
11054,g
11055,g
11056,g
11057,g
11058,g
11059,g
11060,g
11061,g
11062,g
11063,g
11064,g
11065,g
11066,g
11067,g
11068,g
11069,g
11070,g
11071,g
11072,g
11073,g
11074,g
11075,g
11076,g
11077,g
11078,g
11079,g
11080,g
11081,g
11082,g
11083,g
11084,g
11085,g
11086,g
11087,g
11088,g
11089,g
11090,g
11091,g
11092,g
11093,g
11094,g
11095,g
11096,g
11097,g
11098,g
11099,g
11100,g
11101,g
11102,g
11103,g
11104,g
11105,g
11106,g
11107,g
11108,g
11109,g
11110,g
11111,g
11112,g
11113,g
11114,g
11115,g
11116,g
11117,g
11118,g
11119,g
11120,g
11121,g
11122,g
11123,g
11124,g
11125,g
11126,g
11127,g
11128,g
11129,g
11130,g
11131,g
11132,g
11133,g
11134,g
11135,g
11136,g
11137,g
11138,g
11139,g
11140,g
11141,g
11142,g
11143,g
11144,g
11145,g
11146,g
11147,g
11148,g
11149,g
11150,g
11151,g
11152,g
11153,g
11154,g
11155,g
11156,g
11157,g
11158,g
11159,g
11160,g
11161,g
11162,g
11163,g
11164,g
11165,g
11166,g
11167,g
11168,g
11169,g
11170,g
11171,g
11172,g
11173,g
11174,g
11175,g
11176,g
11177,g
11178,g
11179,g
11180,g
11181,g
11182,g
11183,g
11184,g
11185,g
11186,g
11187,g
11188,g
11189,g
11190,g
11191,g
11192,g
11193,g
11194,g
11195,g
11196,g
11197,g
11198,g
11199,g
11200,g
11201,g
11202,g
11203,g
11204,g
11205,g
11206,g
11207,g
11208,g
11209,g
11210,g
11211,g
11212,g
11213,g
11214,g
11215,g
11216,g
11217,g
11218,g
11219,g
11220,g
11221,g
11222,g
11223,g
11224,g
11225,g
11226,g
11227,g
11228,g
11229,g
11230,g
11231,g
11232,g
11233,g
11234,g
11235,g
11236,g
11237,g
11238,g
11239,g
11240,g
11241,g
11242,g
11243,g
11244,g
11245,g
11246,g
11247,g
11248,g
11249,g
11250,g
11251,g
11252,g
11253,g
11254,g
11255,g
11256,g
11257,g
11258,g
11259,g
11260,g
11261,g
11262,g
11263,g
11264,g
11265,g
11266,g
11267,g
11268,g
11269,g
11270,g
11271,g
11272,g
11273,g
11274,g
11275,g
11276,g
11277,g
11278,g
11279,g
11280,g
11281,g
11282,g
11283,g
11284,g
11285,g
11286,g
11287,g
11288,g
11289,g
11290,g
11291,g
11292,g
11293,g
11294,g
11295,g
11296,g
11297,g
11298,g
11299,g
11300,g
11301,g
11302,g
11303,g
11304,g
11305,g
11306,g
11307,g
11308,g
11309,g
11310,g
11311,g
11312,g
11313,g
11314,g
11315,g
11316,g
11317,g
11318,g
11319,g
11320,g
11321,g
11322,g
11323,g
11324,g
11325,g
11326,g
11327,g
11328,g
11329,g
11330,g
11331,g
11332,g
11333,g
11334,g
11335,g
11336,g
11337,g
11338,g
11339,g
11340,g
11341,g
11342,g
11343,g
11344,g
11345,g
11346,g
11347,g
11348,g
11349,g
11350,g
11351,g
11352,g
11353,g
11354,g
11355,g
11356,g
11357,g
11358,g
11359,g
11360,g
11361,g
11362,g
11363,g
11364,g
11365,g
11366,g
11367,g
11368,g
11369,g
11370,g
11371,g
11372,g
11373,g
11374,g
11375,g
11376,g
11377,g
11378,g
11379,g
11380,g
11381,g
11382,g
11383,g
11384,g
11385,g
11386,g
11387,g
11388,g
11389,g
11390,g
11391,g
11392,g
11393,g
11394,g
